INSTRUMENTID_FE	REF_DATE	QUANTITYFACTOR	FIID	SSL_FEID	SSL_SNAPSHOT_DATE	COMPONENT_FIID	COMPONENT_INSTRUMENTID_FE
EP3 SX5E FEB22 BDT	20200831	-0.3413950000	L_S_3417df6a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E FEB22 BDT_TBRX	TBRX	30200831	O_7b766fb0-62b4-11e9-b160-4ad6f9df0bf5_SX5E DEC21 C100 BOND | 21 FEB 22 | C | E | 2929.1600000000_TBRX	SX5E DEC21 C100 BOND | 21 FEB 22 | C | E | 2929.1600000000
EP3 SX5E FEB22 BDT	20200831	0.3413950000	L_S_3417df6a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E FEB22 BDT_TBRX	TBRX	30200831	O_7b76eb8e-62b4-11e9-b160-4ad6f9df0bf5_SX5E DEC21 CATM | 21 FEB 22 | C | E | 2929.1600000000_TBRX	SX5E DEC21 CATM | 21 FEB 22 | C | E | 2929.1600000000
EP3 SX5E FEB22 BDT	20200831	0.3413950000	L_S_3417df6a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E FEB22 BDT_TBRX	TBRX	30200831	O_7b77b190-62b4-11e9-b160-4ad6f9df0bf5_SX5E DEC21 P90 | 21 FEB 22 | P | E | 2636.2440000000_TBRX	SX5E DEC21 P90 | 21 FEB 22 | P | E | 2636.2440000000
EPC SD3E SEP24 BDT	20200831	0.5104980000	L_S_34184360-1f2e-11e9-a2d0-b3645e528b7a_EPC SD3E SEP24 BDT_TBRX	TBRX	30200831	O_7b873584-62b4-11e9-b160-4ad6f9df0bf5_EPC SD3E SEP24 CATM | 09 SEP 24 | C | E | 1958.8700000000_TBRX	EPC SD3E SEP24 CATM | 09 SEP 24 | C | E | 1958.8700000000
EPC SD3E SEP24 BDT	20200831	-0.5104980000	L_S_34184360-1f2e-11e9-a2d0-b3645e528b7a_EPC SD3E SEP24 BDT_TBRX	TBRX	30200831	O_7b887c96-62b4-11e9-b160-4ad6f9df0bf5_EPC SD3E SEP24 CCAP | 09 SEP 24 | C | E | 2644.4745000000_TBRX	EPC SD3E SEP24 CCAP | 09 SEP 24 | C | E | 2644.4745000000
EPC SD3E SEP24 BDT	20200831	-0.5104980000	L_S_34184360-1f2e-11e9-a2d0-b3645e528b7a_EPC SD3E SEP24 BDT_TBRX	TBRX	30200831	O_7b8ab434-62b4-11e9-b160-4ad6f9df0bf5_EPC SD3E SEP24 C100 BOND | 09 SEP 24 | C | E | 1958.8700000000_TBRX	EPC SD3E SEP24 C100 BOND | 09 SEP 24 | C | E | 1958.8700000000
EPC SD3E SEP24 BDT	20200831	0.5104980000	L_S_34184360-1f2e-11e9-a2d0-b3645e528b7a_EPC SD3E SEP24 BDT_TBRX	TBRX	30200831	O_7b8b4426-62b4-11e9-b160-4ad6f9df0bf5_EPC SD3E SEP24 C0 BOND | 09 SEP 24 | C | E | .0001000000_TBRX	EPC SD3E SEP24 C0 BOND | 09 SEP 24 | C | E | .0001000000
EPC SD3E SEP24 BDT	20200831	-0.5104980000	L_S_34184360-1f2e-11e9-a2d0-b3645e528b7a_EPC SD3E SEP24 BDT_TBRX	TBRX	30200831	O_7b9405d4-62b4-11e9-b160-4ad6f9df0bf5_EPC SD3E SEP24 CNP 2Y CAP | 11 SEP 20 | C | E | 78.4548000000_TBRX	EPC SD3E SEP24 CNP 2Y CAP | 11 SEP 20 | C | E | 78.4548000000
EPC SD3E MAY25 BDT	20200831	-0.4974560000	L_S_34185f4e-1f2e-11e9-a2d0-b3645e528b7a_EPC SD3E MAY25 BDT_TBRX	TBRX	30200831	O_89c8dad0-62b4-11e9-b160-4ad6f9df0bf5_SD3E MAY25 C100 BOND | 28 MAY 25 | C | E | 2010.2300000000_TBRX	SD3E MAY25 C100 BOND | 28 MAY 25 | C | E | 2010.2300000000
EPC SD3E MAY25 BDT	20200831	0.4974560000	L_S_34185f4e-1f2e-11e9-a2d0-b3645e528b7a_EPC SD3E MAY25 BDT_TBRX	TBRX	30200831	O_89cb06ca-62b4-11e9-b160-4ad6f9df0bf5_SD3E MAY25 CATM | 28 MAY 25 | C | E | 2010.2300000000_TBRX	SD3E MAY25 CATM | 28 MAY 25 | C | E | 2010.2300000000
EP CED SX5E DEC25 BDT	20200831	0.0174115240	L_S_34190f8e-1f2e-11e9-a2d0-b3645e528b7a_EP CED SX5E DEC25 BDT_TBRX	TBRX	30200831	O_7bb326f8-62b4-11e9-b160-4ad6f9df0bf5_EP CED DEC25 SX5E DEC25 CALL50 2Y | 23 DEC 20 | C | E | 1493.2650000000_TBRX	EP CED DEC25 SX5E DEC25 CALL50 2Y | 23 DEC 20 | C | E | 1493.2650000000
EP CED SX5E DEC25 BDT	20200831	0.0174115240	L_S_34190f8e-1f2e-11e9-a2d0-b3645e528b7a_EP CED SX5E DEC25 BDT_TBRX	TBRX	30200831	O_7bb36a28-62b4-11e9-b160-4ad6f9df0bf5_EP CED DEC25 SX5E DEC25 CALL50 4Y | 23 DEC 22 | C | E | 1493.2650000000_TBRX	EP CED DEC25 SX5E DEC25 CALL50 4Y | 23 DEC 22 | C | E | 1493.2650000000
EP CED SX5E DEC25 BDT	20200831	0.0174115240	L_S_34190f8e-1f2e-11e9-a2d0-b3645e528b7a_EP CED SX5E DEC25 BDT_TBRX	TBRX	30200831	O_7bb3b9f6-62b4-11e9-b160-4ad6f9df0bf5_EP CED DEC25 SX5E DEC25 CALL50 6Y | 23 DEC 24 | C | E | 1493.2650000000_TBRX	EP CED DEC25 SX5E DEC25 CALL50 6Y | 23 DEC 24 | C | E | 1493.2650000000
EP CED SX5E DEC25 BDT	20200831	-0.3348370000	L_S_34190f8e-1f2e-11e9-a2d0-b3645e528b7a_EP CED SX5E DEC25 BDT_TBRX	TBRX	30200831	O_7bb58dda-62b4-11e9-b160-4ad6f9df0bf5_EP CED DEC25 SX5E DEC25 CALL100 BOND | 23 DEC 25 | C | E | 2986.5300000000_TBRX	EP CED DEC25 SX5E DEC25 CALL100 BOND | 23 DEC 25 | C | E | 2986.5300000000
EP CED SX5E DEC25 BDT	20200831	0.3348370000	L_S_34190f8e-1f2e-11e9-a2d0-b3645e528b7a_EP CED SX5E DEC25 BDT_TBRX	TBRX	30200831	O_7bb6481a-62b4-11e9-b160-4ad6f9df0bf5_EP CED DEC25 SX5E DEC25 CALL0 BOND | 23 DEC 25 | C | E | .0000100000_TBRX	EP CED DEC25 SX5E DEC25 CALL0 BOND | 23 DEC 25 | C | E | .0000100000
EPC SX6E NOV25 BDT	20200831	-3.5774340000	L_S_341c0f36-1f2e-11e9-a2d0-b3645e528b7a_EPC SX6E NOV25 BDT_TBRX	TBRX	30200831	O_82aad870-62b4-11e9-b160-4ad6f9df0bf5_SX6E NOV25 C100 BOND | 26 NOV 25 | C | E | 279.5300000000_TBRX	SX6E NOV25 C100 BOND | 26 NOV 25 | C | E | 279.5300000000
EPC SX6E NOV25 BDT	20200831	7.1548680000	L_S_341c0f36-1f2e-11e9-a2d0-b3645e528b7a_EPC SX6E NOV25 BDT_TBRX	TBRX	30200831	O_82ab594e-62b4-11e9-b160-4ad6f9df0bf5_SX6E NOV25 CATM | 26 NOV 25 | C | E | 279.5300000000_TBRX	SX6E NOV25 CATM | 26 NOV 25 | C | E | 279.5300000000
EP3 SD3E NOV24 BDT	20200831	0.4657860000	L_S_341c9e42-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E NOV24 BDT_TBRX	TBRX	30200831	O_75d3155e-62b4-11e9-b160-4ad6f9df0bf5_SD3E NOV24 CALL0 BOND | 27 NOV 24 | C | E | .0001000000_TBRX	SD3E NOV24 CALL0 BOND | 27 NOV 24 | C | E | .0001000000
EP3 SD3E NOV24 BDT	20200831	0.4657860000	L_S_341c9e42-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E NOV24 BDT_TBRX	TBRX	30200831	O_75d44d70-62b4-11e9-b160-4ad6f9df0bf5_SD3E NOV24 P100 BOND | 27 NOV 24 | P | E | 2146.9100000000_TBRX	SD3E NOV24 P100 BOND | 27 NOV 24 | P | E | 2146.9100000000
EP3 SD3E NOV24 BDT	20200831	-0.2328930000	L_S_341c9e42-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E NOV24 BDT_TBRX	TBRX	30200831	O_75d5756a-62b4-11e9-b160-4ad6f9df0bf5_SD3E NOV24 CCAP | 27 NOV 24 | C | E | 3435.0560000000_TBRX	SD3E NOV24 CCAP | 27 NOV 24 | C | E | 3435.0560000000
EP3 DJGT SEP20 BDT	20200831	-9.0559200000	L_S_341e7064-1f2e-11e9-a2d0-b3645e528b7a_EP3 DJGT SEP20 BDT_TBRX	TBRX	30200831	O_822decac-62b4-11e9-b160-4ad6f9df0bf5_DJGT SEP20 C100 BOND | 03 SEP 20 | C | E | 220.8500000000_TBRX	DJGT SEP20 C100 BOND | 03 SEP 20 | C | E | 220.8500000000
EP3 DJGT SEP20 BDT	20200831	9.0559200000	L_S_341e7064-1f2e-11e9-a2d0-b3645e528b7a_EP3 DJGT SEP20 BDT_TBRX	TBRX	30200831	O_822e4f94-62b4-11e9-b160-4ad6f9df0bf5_DJGT SEP20 CATM | 03 SEP 20 | C | E | 220.8500000000_TBRX	DJGT SEP20 CATM | 03 SEP 20 | C | E | 220.8500000000
EP3 SD3E MAR25 BDT	20200831	0.4982780000	L_S_341ea1c4-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E MAR25 BDT_TBRX	TBRX	30200831	O_8357ecd7-62b4-11e9-b160-4ad6f9df0bf5_SD3E MAR25 CALL0 BOND | 26 MAR 25 | C | E | .0001000000_TBRX	SD3E MAR25 CALL0 BOND | 26 MAR 25 | C | E | .0001000000
EP3 SD3E MAR25 BDT	20200831	0.4982780000	L_S_341ea1c4-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E MAR25 BDT_TBRX	TBRX	30200831	O_8358aad6-62b4-11e9-b160-4ad6f9df0bf5_SD3E MAR25 P100 BOND | 26 MAR 25 | P | E | 2006.9100000000_TBRX	SD3E MAR25 P100 BOND | 26 MAR 25 | P | E | 2006.9100000000
EP3 SD3E MAR25 BDT	20200831	-0.2989668000	L_S_341ea1c4-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E MAR25 BDT_TBRX	TBRX	30200831	O_83592e2a-62b4-11e9-b160-4ad6f9df0bf5_SD3E MAR25 CCAP | 26 MAR 25 | C | E | 3211.0560000000_TBRX	SD3E MAR25 CCAP | 26 MAR 25 | C | E | 3211.0560000000
EP3 DDAXK MAY23 BDT	20200831	-5.8234330000	L_S_341efa34-1f2e-11e9-a2d0-b3645e528b7a_EP3 DDAXK MAY23 BDT_TBRX	TBRX	30200831	O_7d2a7658-62b4-11e9-b160-4ad6f9df0bf5_DDAXK MAY23 C100 BOND | 29 MAY 23 | C | E | 171.7200000000_TBRX	DDAXK MAY23 C100 BOND | 29 MAY 23 | C | E | 171.7200000000
EP3 DDAXK MAY23 BDT	20200831	5.8234330000	L_S_341efa34-1f2e-11e9-a2d0-b3645e528b7a_EP3 DDAXK MAY23 BDT_TBRX	TBRX	30200831	O_7d2b2ef4-62b4-11e9-b160-4ad6f9df0bf5_DDAXK MAY23 CATM | 29 MAY 23 | C | E | 171.7200000000_TBRX	DDAXK MAY23 CATM | 29 MAY 23 | C | E | 171.7200000000
EP3 DDAXK MAY23 BDT	20200831	-5.8234330000	L_S_341efa34-1f2e-11e9-a2d0-b3645e528b7a_EP3 DDAXK MAY23 BDT_TBRX	TBRX	30200831	O_7d2ba65e-62b4-11e9-b160-4ad6f9df0bf5_DDAXK MAY23 CCAP | 29 MAY 23 | C | E | 242.1252000000_TBRX	DDAXK MAY23 CCAP | 29 MAY 23 | C | E | 242.1252000000
EP3 SD3E JUL24 BDT	20200831	0.4859160000	L_S_341f3396-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JUL24 BDT_TBRX	TBRX	30200831	O_732c2534-62b4-11e9-b160-4ad6f9df0bf5_SD3E JUL24 CALL0 BOND | 29 JUL 24 | C | E | .0001000000_TBRX	SD3E JUL24 CALL0 BOND | 29 JUL 24 | C | E | .0001000000
EP3 SD3E JUL24 BDT	20200831	0.4859160000	L_S_341f3396-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JUL24 BDT_TBRX	TBRX	30200831	O_732cbbfc-62b4-11e9-b160-4ad6f9df0bf5_SD3E JUL24 P100 BOND | 29 JUL 24 | P | E | 2057.9700000000_TBRX	SD3E JUL24 P100 BOND | 29 JUL 24 | P | E | 2057.9700000000
EP3 SD3E JUL24 BDT	20200831	-0.4859160000	L_S_341f3396-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JUL24 BDT_TBRX	TBRX	30200831	O_732d1368-62b4-11e9-b160-4ad6f9df0bf5_SD3E JUL24 C127 | 29 JUL 24 | C | E | 2613.6219000000_TBRX	SD3E JUL24 C127 | 29 JUL 24 | C | E | 2613.6219000000
EP3 SD3E MAR22 BDT	20200831	-0.5477320000	L_S_3421e488-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E MAR22 BDT_TBRX	TBRX	30200831	O_875199eb-62b4-11e9-b160-4ad6f9df0bf5_SD3E MAR22 C100 BOND | 29 MAR 22 | C | E | 1825.7100000000_TBRX	SD3E MAR22 C100 BOND | 29 MAR 22 | C | E | 1825.7100000000
EP3 SD3E MAR22 BDT	20200831	0.5477320000	L_S_3421e488-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E MAR22 BDT_TBRX	TBRX	30200831	O_87532b70-62b4-11e9-b160-4ad6f9df0bf5_SD3E MAR22 CATM | 29 MAR 22 | C | E | 1825.7100000000_TBRX	SD3E MAR22 CATM | 29 MAR 22 | C | E | 1825.7100000000
EP3 SD3E MAR22 BDT	20200831	0.5477320000	L_S_3421e488-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E MAR22 BDT_TBRX	TBRX	30200831	O_8753f42e-62b4-11e9-b160-4ad6f9df0bf5_SD3E MAR22 P95 | 29 MAR 22 | P | E | 1734.4245000000_TBRX	SD3E MAR22 P95 | 29 MAR 22 | P | E | 1734.4245000000
EP3 SX6E MAR23 BDT	20200831	3.8430500000	L_S_34231812-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX6E MAR23 BDT_TBRX	TBRX	30200831	O_7d8e171c-62b4-11e9-b160-4ad6f9df0bf5_SX6E MAR23 C0 BOND | 29 MAR 23 | C | E | .0001000000_TBRX	SX6E MAR23 C0 BOND | 29 MAR 23 | C | E | .0001000000
EP3 SX6E MAR23 BDT	20200831	3.8430500000	L_S_34231812-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX6E MAR23 BDT_TBRX	TBRX	30200831	O_7d8f1d38-62b4-11e9-b160-4ad6f9df0bf5_SX6E MAR23 P100 BOND | 29 MAR 23 | P | E | 260.2100000000_TBRX	SX6E MAR23 P100 BOND | 29 MAR 23 | P | E | 260.2100000000
EP3 SX6E MAR23 BDT	20200831	-3.8430500000	L_S_34231812-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX6E MAR23 BDT_TBRX	TBRX	30200831	O_7d8f9a2e-62b4-11e9-b160-4ad6f9df0bf5_SX6E MAR23 PATM | 29 MAR 23 | P | E | 260.2100000000_TBRX	SX6E MAR23 PATM | 29 MAR 23 | P | E | 260.2100000000
EP3 SX6E MAR23 BDT	20200831	3.8430500000	L_S_34231812-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX6E MAR23 BDT_TBRX	TBRX	30200831	O_7d8ffaf0-62b4-11e9-b160-4ad6f9df0bf5_SX6E MAR23 P PROT | 29 MAR 23 | P | E | 247.1995000000_TBRX	SX6E MAR23 P PROT | 29 MAR 23 | P | E | 247.1995000000
EPC DJGT FEB23 BDT	20200831	-3.2530900000	L_S_3424c2d4-1f2e-11e9-a2d0-b3645e528b7a_EPC DJGT FEB23 BDT_TBRX	TBRX	30200831	O_7626f3f4-62b4-11e9-b160-4ad6f9df0bf5_DJGT FEB23 C100 BOND | 24 FEB 23 | C | E | 307.4000000000_TBRX	DJGT FEB23 C100 BOND | 24 FEB 23 | C | E | 307.4000000000
EPC DJGT FEB23 BDT	20200831	3.2530900000	L_S_3424c2d4-1f2e-11e9-a2d0-b3645e528b7a_EPC DJGT FEB23 BDT_TBRX	TBRX	30200831	O_76276f64-62b4-11e9-b160-4ad6f9df0bf5_DJGT FEB23 C ATM | 24 FEB 23 | C | E | 307.4000000000_TBRX	DJGT FEB23 C ATM | 24 FEB 23 | C | E | 307.4000000000
CERT SD3E NOV25 BDT	20200831	0.5247970000	L_S_34252d14-1f2e-11e9-a2d0-b3645e528b7a_CERT SD3E NOV25 BDT_TBRX	TBRX	30200831	O_8112bd52-62b4-11e9-b160-4ad6f9df0bf5_CERT SD3E NOV25 BDT CALL0 BOND | 26 NOV 25 | C | E | .0000100000_TBRX	CERT SD3E NOV25 BDT CALL0 BOND | 26 NOV 25 | C | E | .0000100000
CERT SD3E NOV25 BDT	20200831	0.5247970000	L_S_34252d14-1f2e-11e9-a2d0-b3645e528b7a_CERT SD3E NOV25 BDT_TBRX	TBRX	30200831	O_8112eaca-62b4-11e9-b160-4ad6f9df0bf5_CERT SD3E NOV25 BDT PUT100 BOND | 26 NOV 25 | P | E | 1905.5000000000_TBRX	CERT SD3E NOV25 BDT PUT100 BOND | 26 NOV 25 | P | E | 1905.5000000000
CERT SD3E NOV25 BDT	20200831	0.0288638350	L_S_34252d14-1f2e-11e9-a2d0-b3645e528b7a_CERT SD3E NOV25 BDT_TBRX	TBRX	30200831	O_81148182-62b4-11e9-b160-4ad6f9df0bf5_CERT SD3E NOV25 BDT CALL50 3Y | 24 NOV 21 | C | E | 952.7500000000_TBRX	CERT SD3E NOV25 BDT CALL50 3Y | 24 NOV 21 | C | E | 952.7500000000
CERT SD3E NOV25 BDT	20200831	0.0288638350	L_S_34252d14-1f2e-11e9-a2d0-b3645e528b7a_CERT SD3E NOV25 BDT_TBRX	TBRX	30200831	O_8114bd1e-62b4-11e9-b160-4ad6f9df0bf5_CERT SD3E NOV25 BDT CALL50 5Y | 24 NOV 23 | C | E | 952.7500000000_TBRX	CERT SD3E NOV25 BDT CALL50 5Y | 24 NOV 23 | C | E | 952.7500000000
CERT SD3E NOV25 BDT	20200831	0.0288638350	L_S_34252d14-1f2e-11e9-a2d0-b3645e528b7a_CERT SD3E NOV25 BDT_TBRX	TBRX	30200831	O_811508fa-62b4-11e9-b160-4ad6f9df0bf5_CERT SD3E NOV25 BDT CALL50 7Y | 26 NOV 25 | C | E | 952.7500000000_TBRX	CERT SD3E NOV25 BDT CALL50 7Y | 26 NOV 25 | C | E | 952.7500000000
EP3 SD3E JUN24 BDT	20200831	-0.4899680000	L_S_3427b34a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JUN24 BDT_TBRX	TBRX	30200831	O_85f4838c-62b4-11e9-b160-4ad6f9df0bf5_SD3E JUN24 C100 BOND | 27 JUN 24 | C | E | 2040.9500000000_TBRX	SD3E JUN24 C100 BOND | 27 JUN 24 | C | E | 2040.9500000000
EP3 SD3E JUN24 BDT	20200831	0.4899680000	L_S_3427b34a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JUN24 BDT_TBRX	TBRX	30200831	O_85f4f592-62b4-11e9-b160-4ad6f9df0bf5_SD3E JUN24 CATM | 27 JUN 24 | C | E | 2040.9500000000_TBRX	SD3E JUN24 CATM | 27 JUN 24 | C | E | 2040.9500000000
EP3 SD3E JAN25 BDT	20200831	0.4654020000	L_S_34281448-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN25 BDT_TBRX	TBRX	30200831	O_79dbb002-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN25 CALL0 BOND | 29 JAN 25 | C | E | .0001000000_TBRX	SD3E JAN25 CALL0 BOND | 29 JAN 25 | C | E | .0001000000
EP3 SD3E JAN25 BDT	20200831	0.4654020000	L_S_34281448-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN25 BDT_TBRX	TBRX	30200831	O_79dc767c-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN25 P100 BOND | 29 JAN 25 | P | E | 2148.6800000000_TBRX	SD3E JAN25 P100 BOND | 29 JAN 25 | P | E | 2148.6800000000
EP3 SD3E JAN25 BDT	20200831	-0.4654020000	L_S_34281448-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN25 BDT_TBRX	TBRX	30200831	O_79ddb1cc-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN25 PATM | 29 JAN 25 | P | E | 2148.6800000000_TBRX	SD3E JAN25 PATM | 29 JAN 25 | P | E | 2148.6800000000
EP3 SD3E JAN25 BDT	20200831	0.4654020000	L_S_34281448-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN25 BDT_TBRX	TBRX	30200831	O_79de33e0-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN25 P95 | 29 JAN 25 | P | E | 2041.2460000000_TBRX	SD3E JAN25 P95 | 29 JAN 25 | P | E | 2041.2460000000
EP3 SD3E JAN23 BDT	20200831	-0.5043320000	L_S_3429cb3a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN23 BDT_TBRX	TBRX	30200831	O_8148b542-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN23 C100 BOND | 27 JAN 23 | C | E | 1982.8200000000_TBRX	SD3E JAN23 C100 BOND | 27 JAN 23 | C | E | 1982.8200000000
EP3 SD3E JAN23 BDT	20200831	0.5043320000	L_S_3429cb3a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN23 BDT_TBRX	TBRX	30200831	O_8148fe8a-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN23 CATM | 27 JAN 23 | C | E | 1982.8200000000_TBRX	SD3E JAN23 CATM | 27 JAN 23 | C | E | 1982.8200000000
EP3 SD3E JAN23 BDT	20200831	0.5043320000	L_S_3429cb3a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN23 BDT_TBRX	TBRX	30200831	O_81493d82-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN23 P95 | 27 JAN 23 | P | E | 1883.6790000000_TBRX	SD3E JAN23 P95 | 27 JAN 23 | P | E | 1883.6790000000
EP3 SX5E OCT22 BDT	20200831	0.3323670000	L_S_342a53c0-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E OCT22 BDT_TBRX	TBRX	30200831	O_77108604-62b4-11e9-b160-4ad6f9df0bf5_SX5E OCT22 C0 BOND | 14 OCT 22 | C | E | .0001000000_TBRX	SX5E OCT22 C0 BOND | 14 OCT 22 | C | E | .0001000000
EP3 SX5E OCT22 BDT	20200831	0.3323670000	L_S_342a53c0-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E OCT22 BDT_TBRX	TBRX	30200831	O_77144d48-62b4-11e9-b160-4ad6f9df0bf5_SX5E OCT22 P100 BOND | 14 OCT 22 | P | E | 3008.7200000000_TBRX	SX5E OCT22 P100 BOND | 14 OCT 22 | P | E | 3008.7200000000
EP3 SX5E OCT22 BDT	20200831	-0.3323670000	L_S_342a53c0-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E OCT22 BDT_TBRX	TBRX	30200831	O_7714db8c-62b4-11e9-b160-4ad6f9df0bf5_SX5E OCT22 PATM | 14 OCT 22 | P | E | 3008.7200000000_TBRX	SX5E OCT22 PATM | 14 OCT 22 | P | E | 3008.7200000000
EP3 SX5E OCT22 BDT	20200831	0.3323670000	L_S_342a53c0-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E OCT22 BDT_TBRX	TBRX	30200831	O_77157402-62b4-11e9-b160-4ad6f9df0bf5_SX5E OCT22 P85 | 14 OCT 22 | P | E | 2557.4120000000_TBRX	SX5E OCT22 P85 | 14 OCT 22 | P | E | 2557.4120000000
EP3 SX7E JUL22 BDT	20200831	-11.1619600000	L_S_342abc98-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX7E JUL22 BDT_TBRX	TBRX	30200831	O_858103ee-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 C100 BOND | 15 JUL 22 | C | E | 89.5900000000_TBRX	SX7E JUL22 C100 BOND | 15 JUL 22 | C | E | 89.5900000000
EP3 SX7E JUL22 BDT	20200831	11.1619600000	L_S_342abc98-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX7E JUL22 BDT_TBRX	TBRX	30200831	O_85813f30-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 CATM | 15 JUL 22 | C | E | 89.5900000000_TBRX	SX7E JUL22 CATM | 15 JUL 22 | C | E | 89.5900000000
EP3 SX7E JUL22 BDT	20200831	-11.1619600000	L_S_342abc98-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX7E JUL22 BDT_TBRX	TBRX	30200831	O_8581867a-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 CCAP | 15 JUL 22 | C | E | 125.4260000000_TBRX	SX7E JUL22 CCAP | 15 JUL 22 | C | E | 125.4260000000
BON SX7E SEP20 UBS	20200831	7.7784690000	L_S_342ad656-1f2e-11e9-a2d0-b3645e528b7a_BON SX7E SEP20 UBS_TBRX	TBRX	30200831	O_85978b5a-62b4-11e9-b160-4ad6f9df0bf5_SX7E SEP20 CALL0 BOND | 07 SEP 20 | C | E | .0001000000_TBRX	SX7E SEP20 CALL0 BOND | 07 SEP 20 | C | E | .0001000000
BON SX7E SEP20 UBS	20200831	7.7784690000	L_S_342ad656-1f2e-11e9-a2d0-b3645e528b7a_BON SX7E SEP20 UBS_TBRX	TBRX	30200831	O_8597c372-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 P100 BOND | 07 SEP 20 | P | E | 128.5600000000_TBRX	SX7E JUL22 P100 BOND | 07 SEP 20 | P | E | 128.5600000000
BON SX7E SEP20 UBS	20200831	-7.7784690000	L_S_342ad656-1f2e-11e9-a2d0-b3645e528b7a_BON SX7E SEP20 UBS_TBRX	TBRX	30200831	O_85984e28-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 C130 | 07 SEP 20 | C | E | 167.1280000000_TBRX	SX7E JUL22 C130 | 07 SEP 20 | C | E | 167.1280000000
EP3 SX5E OCT21 BDT	20200831	-0.2925490000	L_S_342ada48-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E OCT21 BDT_TBRX	TBRX	30200831	O_84916906-62b4-11e9-b160-4ad6f9df0bf5_STXE OCT21 C100 BOND | 26 OCT 21 | C | E | 3418.2300000000_TBRX	STXE OCT21 C100 BOND | 26 OCT 21 | C | E | 3418.2300000000
EP3 SX5E OCT21 BDT	20200831	0.2925490000	L_S_342ada48-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E OCT21 BDT_TBRX	TBRX	30200831	O_8492ea56-62b4-11e9-b160-4ad6f9df0bf5_STXE OCT21 C0 BOND | 26 OCT 21 | C | E | .0001000000_TBRX	STXE OCT21 C0 BOND | 26 OCT 21 | C | E | .0001000000
EP3 SX5E OCT21 BDT	20200831	-0.2925490000	L_S_342ada48-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E OCT21 BDT_TBRX	TBRX	30200831	O_84932dc2-62b4-11e9-b160-4ad6f9df0bf5_STXE OCT21 PATM | 26 OCT 21 | P | E | 3418.2300000000_TBRX	STXE OCT21 PATM | 26 OCT 21 | P | E | 3418.2300000000
